security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Chebyshev_Series,CKKS_Mult,CKKS_Mult_Scalar,CKKS_Square,CKKS_Sub,CKKS_Sub_Scalar,CKKS_Add_count,CKKS_Chebyshev_Series_count,CKKS_Mult_count,CKKS_Mult_Scalar_count,CKKS_Square_count,CKKS_Sub_count,CKKS_Sub_Scalar_count,CKKS_Add_contribution,CKKS_Sub_contribution,CKKS_Sub_Scalar_contribution,CKKS_Mult_Scalar_contribution,CKKS_Mult_contribution,CKKS_Square_contribution,CKKS_Chebyshev_Series_contribution,estimated_Energy
none,14,16,2,0.0516194968553459,42.64,1.9868421052631584,0.0502022756005056,1.9215,0.0946896551724137,0.0229661503155479,3,3,3,3,3,3,3,3.613364779874213,8.048620689655165,0.7119506597819849,3.3635524652338753,230.4736842105264,15.372,42.64,304.2231728050716
none,14,16,4,0.0556378600823045,34.785000000000004,1.76125,0.0454170957775489,1.6634615384615383,0.0736923076923077,0.0234803921568627,3,3,3,3,3,3,3,3.894650205761315,6.2638461538461545,0.7278921568627437,3.042945417095776,204.305,13.307692307692307,34.785000000000004,266.32702624125835
none,14,16,8,0.0632127955493741,34.41,1.7013333333333336,0.0446691871455576,1.645806451612903,0.0741374474053295,0.0253871142393069,3,3,3,3,3,3,3,4.424895688456187,6.301683029453008,0.7870005414185138,2.992835538752359,197.3546666666667,13.166451612903224,34.41,259.43753307764996
none,14,16,16,0.0739099859353023,36.28,2.011333333333333,0.0546425166825548,1.899375,0.0808,0.0312238147739801,3,3,3,3,3,3,3,5.173699015471161,6.867999999999999,0.9679382579933832,3.6610486177311716,233.31466666666662,15.195,36.28,301.4603525578624
none,14,16,32,0.0749030470914127,36.08999999999999,2.0268965517241377,0.0560471698113207,1.9276666666666664,0.0764285714285714,0.0316136236739251,3,3,3,3,3,3,3,5.2432132963988884,6.496428571428569,0.980022333891678,3.7551603773584867,235.11999999999998,15.421333333333331,36.08999999999999,303.1061579124109
none,14,18,1,0.0205611222444889,59.2,2.5307692307692298,0.0467919799498746,2.5323076923076924,0.1123509933774834,0.0119301622216112,3,3,3,3,3,3,3,1.439278557114223,9.549834437086089,0.3698350288699472,3.135062656641598,293.56923076923067,20.25846153846154,59.2,387.521702987404
none,14,18,2,0.0586690017513134,46.31999999999999,2.0505882352941174,0.0541234221598878,2.0694444444444446,0.1044675324675324,0.0236311787072243,3,3,3,3,3,3,3,4.106830122591938,8.879740259740254,0.7325665399239533,3.6262692847124827,237.86823529411762,16.555555555555557,46.31999999999999,318.0891970566418
none,14,18,4,0.0597975077881619,36.93,1.8166666666666669,0.0449941520467836,1.5303999999999998,0.0806797853309481,0.025063829787234,3,3,3,3,3,3,3,4.185825545171332,6.857781753130589,0.776978723404254,3.014608187134501,210.73333333333335,12.243199999999998,36.93,274.74172754217403
none,14,18,8,0.07625,35.904999999999994,1.8296428571428571,0.0544868995633187,1.6969999999999996,0.0826829268292682,0.0281058328322309,3,3,3,3,3,3,3,5.3374999999999995,7.028048780487797,0.8712808177991579,3.6506222707423532,212.23857142857142,13.575999999999997,35.904999999999994,278.60702329760073
none,14,18,16,0.0934887459807073,42.690000000000005,2.256428571428572,0.0592596566523605,2.043333333333333,0.0917961165048543,0.0350061349693251,3,3,3,3,3,3,3,6.544212218649512,7.802669902912615,1.085190184049078,3.9703969957081533,261.74571428571437,16.346666666666664,42.690000000000005,340.1848502537004
